"AMA INA","YEAR","Owner or BMP Operator","Right Number","Right Type","Sub-basin","Well Id","CADASTRAL","AF Pumped","Movement Type","Water Type","LAT_DEGREES","LAT_MINUTES","LAT_SECONDS","LONG_DEGREES","LONG_MINUTES","LONG_SECONDS","PROGRAM"
"TUCSON AMA","2017","CITY OF TUCSON/TUCSON WATER","56-000001.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","086158","D-12-12 21ADB","1.03","WITHDRAWAL","GROUNDWATER","32","22","33","111","7","4","56"
"PINAL AMA","2017","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","MARICOPA-STANFIELD","086247","D-05-03 12CDD","2958.82","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"SANTA CRUZ AMA","2017","TRUE RESOURCES, LLC","58-103495.0003","IRRIGATION USE","UPPER SANTA CRUZ","086314","D-21-13 17ACC","18.46","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","2017","QUEEN CREEK WATER DEPARTMENT","56-002032.0001","LARGE MUNICIPAL PROVIDER MNPCCP","EAST SALT RIVER VALLEY","086441","D-02-08 32DDD","1978.09","WITHDRAWAL","GROUNDWATER","33","12","35","111","32","78","56"
"PINAL AMA","2017","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","086602","D-08-06 26DBB","909.81","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"DOUGLAS INA","2017","PAUL & PAULA WHITE","60-203212.0004","IRRIGATION USE","DOUGLAS","086643","D-18-26 28ACD","300","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"PINAL AMA","2017","MARATHON FARMING CO.","88-000089.0000","BEST MANAGEMENT PRACTICES FARM UNIT","","086727","D-06-07 19BDD","265.13","WITHDRAWAL","GROUNDWATER","","","","","","","88"
"NOT WITHIN ANY AMA OR INA","2017","PAYSON WATER CO","91-000148.0000","SMALL COMMUNITY WATER SYSTEM","","086809","A-08-10 05CDB","20.428","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PINAL AMA","2017","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","086830","D-07-06 34DCC","1346.96","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2017","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","086835","D-08-08 12DAD","664.43","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2017","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","087194","D-08-06 26DDA","786.77","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2017","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","MARICOPA-STANFIELD","087212","D-06-04 16DDD","2763.77","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2017","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","087213","D-09-08 36ADD","1162.92","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PHOENIX AMA","2017","CITY OF BUCKEYE - HOPEVILLE SYSTEM","56-002756.0000","SMALL MUNICIPAL PROVIDER","HASSAYAMPA","087247","B-01-04 16BBA","0.56","WITHDRAWAL","GROUNDWATER","33","26","5","112","40","21","56"
"PINAL AMA","2017","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","MARICOPA-STANFIELD","087270","D-06-04 18DBB","485.16","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"TUCSON AMA","2017","ORO VALLEY COUNTRY CLUB, INC.","58-101530.0002","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","087589","D-12-13 13BCA","513","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"NOT WITHIN ANY AMA OR INA","2017","OJO BONITO WATER IMPROVEMNT DS","91-000016.0000","SMALL COMMUNITY WATER SYSTEM","","087611","A-10-25 19DDD","1.83","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","2017","CITY OF PHOENIX","56-002030.0000","LARGE MUNICIPAL PROVIDER","WEST SALT RIVER VALLEY","087614","A-04-04 33CCC","115.54","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2017","PIMA COUNTY REGIONAL WASTEWATER","58-109395.0003","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","087618","D-12-11 02BAA","0.07","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"NOT WITHIN ANY AMA OR INA","2017","CEDAR GROVE WATER CO","91-000018.0000","SMALL COMMUNITY WATER SYSTEM","","087623","A-10-24 09DDC","32.01","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"NOT WITHIN ANY AMA OR INA","2017","COSANTI FOUNDATION","91-000692.0000","SMALL COMMUNITY WATER SYSTEM","","087770","A-11-02 12DDB","14.97","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"TUCSON AMA","2017","DEL LAGO GOLF COURSE","74-591933.0000","RECOVERY WELL PERMITS","","087816","D-16-16 10BCB","293.15","RECOVERED","IN-LIEU WATER  (CAP)","32","3","31.93","110","42","14.8","74"
"TUCSON AMA","2017","CITY OF TUCSON/TUCSON WATER","74-560621.0004","RECOVERY WELL PERMITS","UPPER SANTA CRUZ","200032","D-12-13 31AAB","647.33","RECOVERED","CAP WATER RECOVERED","32","21","2","111","3","0","74"
"DOUGLAS INA","2017","WESLEY J. BOHLENDER","60-203576.0002","IRRIGATION USE","DOUGLAS","200257","D-19-26 17DCC","908.16","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"NOT WITHIN ANY AMA OR INA","2017","BELLA VISTA WATER CO INC","91-000028.0000","LARGE COMMUNITY WATER SYSTEM","","200402","D-23-21 08CBB","22.638","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"TUCSON AMA","2017","PIMA COUNTY PARKS & RECREATION","58-100381.0006","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","200410","D-13-16 20CDC","89.18","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2017","FREEPORT-MCMORAN SIERRITA INC","58-113558.0007","TYPE 2 MINERAL EXTRACT GFR","UPPER SANTA CRUZ","200554","D-18-13 21CBC","136","WITHDRAWAL","GROUNDWATER","31","50","43","111","1","40","58"
"TUCSON AMA","2017","FREEPORT-MCMORAN SIERRITA INC","58-113558.0007","TYPE 2 MINERAL EXTRACT GFR","UPPER SANTA CRUZ","200556","D-18-13 28BBB","35","WITHDRAWAL","GROUNDWATER","31","50","21","111","1","39","58"
"PHOENIX AMA","2017","EPCOR (AGUA FRIA) WATER ARIZONA INC.","56-002012.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","200558","B-04-01 32AAA","594.34","WITHDRAWAL","GROUNDWATER","33","39","10","112","22","41","56"
"PHOENIX AMA","2017","TOWN OF GILBERT","74-586724.0011","RECOVERY WELL PERMITS","EAST SALT RIVER VALLEY","200559","D-02-06 14AAA","844.56","RECOVERED","CAP WATER RECOVERED","33","15","43.2","111","42","13","74"
"PHOENIX AMA","2017","CITY OF AVONDALE","74-553424.0012","RECOVERY WELL PERMITS","WEST SALT RIVER VALLEY","200566","B-01-01 02ACA","1740.22","RECOVERED","SALT/VERDE  WATER RECOVERED","33","27","41","112","19","41","74"
"PHOENIX AMA","2017","THE PECANS OF QUEEN CREEK LLC","58-112445.0005","TYPE 2 NON-IRRIGATION GFR","WEST SALT RIVER VALLEY","201054","D-02-07 28ADD","275.14","WITHDRAWAL","GROUNDWATER","33","13","37.6","111","38","5.6","58"
"TUCSON AMA","2017","FARMERS WATER COMPANY","56-000080.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER SANTA CRUZ","201058","D-17-14 28BCB","43.907","WITHDRAWAL","GROUNDWATER","31","55","26","110","55","30","56"
"TUCSON AMA","2017","CITY OF TUCSON/TUCSON WATER","74-560621.0004","RECOVERY WELL PERMITS","UPPER SANTA CRUZ","201059","D-11-11 31CCB","23.45","RECOVERED","CAP WATER RECOVERED","32","25","39.7","111","16","10.4","74"
"NOT WITHIN ANY AMA OR INA","2017","COTTONWOOD, CITY OF","91-000659.0000","LARGE COMMUNITY WATER SYSTEM","","201188","A-15-03 15DCD","69.3","WITHDRAWAL","GROUNDWATER","34","41","32","112","0","52","91"
"PINAL AMA","2017","CALPORTLAND","59-201419.0003","MINERAL EXTRACTION","ELOY","201420","D-05-08 03DDA","74.38","WITHDRAWAL","GROUNDWATER","33","1","10.6","111","30","29.6","59"
"TUCSON AMA","2017","TOWN OF ORO VALLEY WATER UTILITY","74-570180.0007","RECOVERY WELL PERMITS","","201425","D-12-14 05BAC","316.9","RECOVERED","IN-LIEU WATER  (CAP)","32","25","15","110","56","24","74"
"PHOENIX AMA","2017","ARIZONA WATER COMPANY - WHITE TANKS","74-224731.0000","RECOVERY WELL PERMITS","","201426","B-01-02 09BAC","85.51","RECOVERED","IN-LIEU WATER  (CAP)","33","26","52.2","112","28","18.5","74"
"PHOENIX AMA","2017","ARIZONA WATER CO.-WHITE TANKS","56-002001.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","201426","B-01-02 09BAC","153.18","WITHDRAWAL","GROUNDWATER","33","26","52.2","112","28","18.5","56"
"PHOENIX AMA","2017","CITY OF BUCKEYE","56-002006.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","201427","B-04-04 23DAB","615.79","WITHDRAWAL","GROUNDWATER","33","40","24.4","112","37","48.4","56"
"PHOENIX AMA","2017","JOHNSON UTILITIES - PHOENIX","56-002346.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UNKNOWN","201429","D-03-07 12ABB","1669.8","WITHDRAWAL","GROUNDWATER","33","11","26.7","111","35","26.2","56"
"TUCSON AMA","2017","CITY OF TUCSON/TUCSON WATER","74-580079.0009","RECOVERY WELL PERMITS","","201430","D-14-11 08CDD","0.83","RECOVERED","CAP WATER RECOVERED","32","13","11","111","14","38","74"
"PHOENIX AMA","2017","CITY OF BUCKEYE","56-002006.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","201725","B-02-04 30ADB","85.78","WITHDRAWAL","GROUNDWATER","33","29","22.7","112","41","50.5","56"
"PHOENIX AMA","2017","ARCADIA WATER COMPANY","57-002501.0000","IRRIGATION DISTRICT (SW & GW)","EAST SALT RIVER VALLEY","201729","A-02-04 22DAA","602.09","WITHDRAWAL","GROUNDWATER","33","30","2","111","55","40","57"
"PHOENIX AMA","2017","CITY OF AVONDALE","74-553424.0012","RECOVERY WELL PERMITS","WEST SALT RIVER VALLEY","201730","A-02-01 30DDA","420.54","RECOVERED","SALT/VERDE  WATER RECOVERED","33","28","44.5","112","17","24.23","74"
"PHOENIX AMA","2017","CITY OF AVONDALE","74-553424.0012","RECOVERY WELL PERMITS","WEST SALT RIVER VALLEY","201730","A-02-01 30DDA","23.53","RECOVERED","EFFLUENT RECOVERED OUTSIDE THE AOI","33","28","44.5","112","17","24.23","74"
"PHOENIX AMA","2017","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","WEST SALT RIVER VALLEY","201730","A-02-01 30DDA","444.07","WITHDRAWAL","GROUNDWATER","33","28","44.5","112","17","24.23","57"
"TUCSON AMA","2017","FREEPORT-MCMORAN SIERRITA INC","58-113558.0007","TYPE 2 MINERAL EXTRACT GFR","UPPER SANTA CRUZ","201732","D-18-13 28CBC","146","WITHDRAWAL","GROUNDWATER","32","49","52","111","1","40","58"
"PHOENIX AMA","2017","CITY OF CHANDLER","74-548263.0006","RECOVERY WELL PERMITS","EAST SALT RIVER VALLEY","201735","D-02-06 31ADA","581.72","RECOVERED","CAP WATER RECOVERED","33","12","55.8","111","46","23.8","74"
"PHOENIX AMA","2017","CITY OF CHANDLER","74-548263.0006","RECOVERY WELL PERMITS","EAST SALT RIVER VALLEY","201735","D-02-06 31ADA","512.54","RECOVERED","CAP WATER RECOVERED","33","12","55.8","111","46","23.8","74"
"PHOENIX AMA","2017","CITY OF CHANDLER","56-002009.0000","LARGE MUNICIPAL PROVIDER MNPCCP","EAST SALT RIVER VALLEY","201735","D-02-06 31ADA","129.82","WITHDRAWAL","GROUNDWATER","33","12","55.8","111","46","23.8","56"
"PINAL AMA","2017","ABCDW LLC","58-104067.0016","IRRIGATION USE","MARICOPA-STANFIELD","201736","D-06-04 15DDD","1199.65","WITHDRAWAL","GROUNDWATER","32","53","39","111","55","6","58"
"TUCSON AMA","2017","ARIZONA BOARD OF REGENTS","56-000268.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER SANTA CRUZ","201737","D-14-14 07ADB","68.934","WITHDRAWAL","GROUNDWATER","32","13","51","110","56","47","56"
"PHOENIX AMA","2017","VALENCIA WATER COMPANY","56-002046.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","201740","B-01-03 28AAB","550.27","WITHDRAWAL","GROUNDWATER","33","24","22.4","112","33","31.7","56"
"PHOENIX AMA","2017","EPCOR (AGUA FRIA) WATER ARIZONA INC.","56-002012.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","202092","B-03-02 02BDA","153.08","WITHDRAWAL","GROUNDWATER","33","38","1","112","26","10.9","56"
"PHOENIX AMA","2017","EPCOR (AGUA FRIA) WATER ARIZONA INC.","56-002012.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","202096","B-04-02 25ACB","1057.53","WITHDRAWAL","GROUNDWATER","33","39","50","112","24","59","56"
"PHOENIX AMA","2017","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","WEST SALT RIVER VALLEY","202099","A-02-04 11AAD","0.28","WITHDRAWAL","GROUNDWATER","33","32","7","111","54","30","57"
"NOT WITHIN ANY AMA OR INA","2017","TOWN OF CLARKDALE","91-000617.0000","LARGE COMMUNITY WATER SYSTEM","","202370","A-16-03 20CCC","252.24","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PRESCOTT AMA","2017","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER AGUA FRIA","202388","B-15-01 27CBB","504","WITHDRAWAL","GROUNDWATER","34","39","2.1","112","21","30.8","56"
"PRESCOTT AMA","2017","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER AGUA FRIA","202390","B-15-01 27BBB","495.84","WITHDRAWAL","GROUNDWATER","34","39","28.3","112","21","31","56"
"PRESCOTT AMA","2017","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER AGUA FRIA","202392","B-15-01 35BCB","224.58","WITHDRAWAL","GROUNDWATER","34","38","20","112","20","27","56"
"TUCSON AMA","2017","DESERT SPRINGS DOMESTIC WATER IMPROVEMENT DISTRICT","56-000388.0000","SMALL MUNICIPAL PROVIDER","UPPER SANTA CRUZ","202397","D-10-14 12CCC","0.06","WITHDRAWAL","GROUNDWATER","32","34","16","110","51","41","56"
"PHOENIX AMA","2017","VALENCIA WATER COMPANY","56-002046.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","202399","B-01-03 28DDA","770.85","WITHDRAWAL","GROUNDWATER","33","23","39.4","112","33","24.6","56"
"PHOENIX AMA","2017","VALENCIA WATER COMPANY","56-002046.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","202400","B-01-03 31ACA","2.27","WITHDRAWAL","GROUNDWATER","33","23","16.5","112","35","45.2","56"
"TUCSON AMA","2017","CACTUS WASTE SYSTEMS LLC","59-202401.0001","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","AVRA VALLEY","202402","D-07-10 33BDA","13.88","WITHDRAWAL","GROUNDWATER","32","46","21.4","111","19","12.9","59"
"PHOENIX AMA","2017","CITY OF AVONDALE","74-553424.0012","RECOVERY WELL PERMITS","WEST SALT RIVER VALLEY","202404","B-02-01 36DBB","1336.81","RECOVERED","SALT/VERDE  WATER RECOVERED","33","28","15.9","112","18","47.3","74"
"PHOENIX AMA","2017","BEARDSLEY WATER COMPANY","56-002159.0000","SMALL MUNICIPAL PROVIDER","WEST SALT RIVER VALLEY","202408","B-05-03 29AAD","9.89","WITHDRAWAL","GROUNDWATER","33","45","","112","35","","56"
"SANTA CRUZ AMA","2017","CALPORTLAND COMPANY","59-226114.0000","MINERAL EXTRACTION","","202410","D-22-13 33ACD","49.63","WITHDRAWAL","GROUNDWATER","31","28","18.7","111","0","56.1","59"
"TUCSON AMA","2017","PAUL PATRICK MANLEY","58-105944.0005","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","202468","D-10-11 30CDA","1.96","WITHDRAWAL","GROUNDWATER","32","31","38.5","111","15","6.8","58"
"NOT WITHIN ANY AMA OR INA","2017","FOREST HIGHLANDS WATER CO","91-000104.0000","SMALL COMMUNITY WATER SYSTEM","","202755","A-20-06 24BBB","146.143","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"NOT WITHIN ANY AMA OR INA","2017","WINCHESTER WATER CO. LLC","91-000074.0000","SMALL COMMUNITY WATER SYSTEM","","202781","D-12-24 08BDC","28.5","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"NOT WITHIN ANY AMA OR INA","2017","Q MOUNTAIN WATER CO","91-000753.0000","SMALL COMMUNITY WATER SYSTEM","","202875","B-03-19 18BCB","30.43","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"TUCSON AMA","2017","CITY OF TUCSON/TUCSON WATER","74-560621.0004","RECOVERY WELL PERMITS","UPPER SANTA CRUZ","202883","D-16-15 23DDD","226.39","RECOVERED","CAP WATER RECOVERED","32","1","12","110","46","34","74"
"TUCSON AMA","2017","CITY OF TUCSON/TUCSON WATER","56-000001.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","202883","D-16-15 23DDD","226.39","WITHDRAWAL","GROUNDWATER","32","1","12","110","46","34","56"
"PHOENIX AMA","2017","ERNEST M. LINSENMEYER","58-113079.0021","IRRIGATION USE","WEST SALT RIVER VALLEY","202889","B-01-02 20CDD","1400.6","WITHDRAWAL","GROUNDWATER","33","24","26","112","29","16","58"
"TUCSON AMA","2017","CITY OF TUCSON/TUCSON WATER","74-580079.0009","RECOVERY WELL PERMITS","","202892","D-14-11 06ABD","356.58","RECOVERED","CAP WATER RECOVERED","32","14","42","110","15","26","74"
"PINAL AMA","2017","AZ BD OF REGENTS UNIV OF AZ","58-150066.0002","TYPE 1 GFR","MARICOPA-STANFIELD","203197","D-04-04 17CAA","9.51","WITHDRAWAL","GROUNDWATER","33","4","0.41","111","58","0.2","58"
"NOT WITHIN ANY AMA OR INA","2017","UTILITY SOURCE LLC","91-000107.0000","SMALL COMMUNITY WATER SYSTEM","","203241","A-22-05 36CCC","80.015","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","2017","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","WEST SALT RIVER VALLEY","203264","A-03-01 14DDD","10.14","WITHDRAWAL","GROUNDWATER","33","25","45.513","112","13","10.956","57"
"PHOENIX AMA","2017","ARIZONA WATER COMPANY - WHITE TANKS","74-224731.0000","RECOVERY WELL PERMITS","","203266","B-01-02 08ACC","131.13","RECOVERED","IN-LIEU WATER  (CAP)","32","26","38.9","112","29","15","74"
"PHOENIX AMA","2017","ARIZONA WATER CO.-WHITE TANKS","56-002001.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","203266","B-01-02 08ACC","234.9","WITHDRAWAL","GROUNDWATER","32","26","38.9","112","29","15","56"
"PHOENIX AMA","2017","CITY OF PEORIA","74-572707.0013","RECOVERY WELL PERMITS","WEST SALT RIVER VALLEY","203268","B-05-01 35DAD","670.48","RECOVERED","CAP WATER RECOVERED","33","43","52","112","19","33","74"
"PHOENIX AMA","2017","CITY OF PEORIA","74-572707.0013","RECOVERY WELL PERMITS","WEST SALT RIVER VALLEY","203269","B-04-01 02ABB","387.38","RECOVERED","CAP WATER RECOVERED","33","43","29.1","112","19","54.8","74"
"PHOENIX AMA","2017","VALENCIA WATER COMPANY","56-002046.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","203650","B-01-03 28CBA","14.71","WITHDRAWAL","GROUNDWATER","33","23","57.2","112","34","12.8","56"
"TUCSON AMA","2017","TOWN OF MARANA","74-211278.0001","RECOVERY WELL PERMITS","AVRA VALLEY","203658","D-11-11 22BBB","564","RECOVERED","IN-LIEU WATER  (CAP)","32","28","4","111","12","57","74"
"NOT WITHIN ANY AMA OR INA","2017","BELLA VISTA WATER CO INC","91-000028.0000","LARGE COMMUNITY WATER SYSTEM","","203881","D-23-21 20ADB","19.585","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"TUCSON AMA","2017","QUAIL CANYON GOLF, INC.","58-100274.0003","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","203888","D-13-13 12CCC","70","WITHDRAWAL","GROUNDWATER","32","18","31","110","58","37","58"
"PHOENIX AMA","2017","TOWN OF GILBERT","74-586724.0011","RECOVERY WELL PERMITS","EAST SALT RIVER VALLEY","203923","D-02-06 01DAA","165.99","RECOVERED","EFFLUENT RECOVERED OUTSIDE THE AOI","33","16","59","111","41","12.1","74"
"NOT WITHIN ANY AMA OR INA","2017","BELLA VISTA WATER CO INC","91-000028.0000","LARGE COMMUNITY WATER SYSTEM","","204088","D-23-21 34BAA","40.784","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"NOT WITHIN ANY AMA OR INA","2017","QUARTZSITE, TOWN OF","91-000754.0000","SMALL COMMUNITY WATER SYSTEM","","204271","B-04-19 20DDA","446.375","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"NOT WITHIN ANY AMA OR INA","2017","ARIZONA WATER CO - CASA GRANDE","91-000083.0000","LARGE COMMUNITY WATER SYSTEM","","204279","A-17-05 11CAC","402.03","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","2017","CITY OF CHANDLER","74-548263.0006","RECOVERY WELL PERMITS","EAST SALT RIVER VALLEY","204412","D-02-05 24ABB","1029","RECOVERED","IN-LIEU WATER  (CAP)","","","","","","","74"
"PHOENIX AMA","2017","CITY OF CHANDLER","56-002009.0000","LARGE MUNICIPAL PROVIDER MNPCCP","EAST SALT RIVER VALLEY","204412","D-02-05 24ABB","0.13","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PHOENIX AMA","2017","EPCOR (AGUA FRIA) WATER ARIZONA INC.","56-002012.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","204414","B-03-02 01DBD","282.26","WITHDRAWAL","GROUNDWATER","33","37","40.5","112","24","50.4","56"
"NOT WITHIN ANY AMA OR INA","2017","EPCOR","91-000351.0000","LARGE COMMUNITY WATER SYSTEM","","204657","B-20-21 08DAA","361.11","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"SANTA CRUZ AMA","2017","CARMENCITA RANCH LLC","58-112967.0003","IRRIGATION USE","UPPER SANTA CRUZ","204810","D-24-15 18ABC","8.46","WITHDRAWAL","GROUNDWATER","31","20","45","110","50","48","58"
"PHOENIX AMA","2017","CITY OF BUCKEYE","56-002006.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","205078","B-04-04 24CBB","502.56","WITHDRAWAL","GROUNDWATER","33","40","25","112","37","24","56"
