"AMA INA","YEAR","Owner or BMP Operator","Right Number","Right Type","Sub-basin","Well Id","CADASTRAL","AF Pumped","Movement Type","Water Type","LAT_DEGREES","LAT_MINUTES","LAT_SECONDS","LONG_DEGREES","LONG_MINUTES","LONG_SECONDS","PROGRAM"
"PINAL AMA","2010","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","087194","D-08-06 26DDA","690.94","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2010","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","MARICOPA-STANFIELD","087212","D-06-04 16DDD","85.9","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2010","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","087213","D-09-08 36ADD","1165.63","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2010","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","MARICOPA-STANFIELD","087270","D-06-04 18DBB","470.13","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"TUCSON AMA","2010","ORO VALLEY COUNTRY CLUB, INC.","58-101530.0002","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","087589","D-12-13 13BCA","426","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"NOT WITHIN ANY AMA OR INA","2010","OJO BONITO WATER IMPROVEMNT DS","91-000016.0000","SMALL COMMUNITY WATER SYSTEM","","087611","A-10-25 19DDD","1.85","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","2010","CITY OF PHOENIX","56-002030.0000","LARGE MUNICIPAL PROVIDER","WEST SALT RIVER VALLEY","087614","A-04-04 33CCC","154.07","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2010","PIMA COUNTY REGIONAL WASTEWATER","58-109395.0003","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","087618","D-12-11 02BAA","30.44","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"NOT WITHIN ANY AMA OR INA","2010","CEDAR GROVE WATER CO","91-000018.0000","SMALL COMMUNITY WATER SYSTEM","","087623","A-10-24 09DDC","12.52","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","2010","DESERT HILLS WATER COMPANY","56-002169.0000","LARGE MUNICIPAL PROVIDER MNPCCP","EAST SALT RIVER VALLEY","087697","A-05-03 04CDC","27.36","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"NOT WITHIN ANY AMA OR INA","2010","COSANTI FOUNDATION","91-000692.0000","SMALL COMMUNITY WATER SYSTEM","","087770","A-11-02 12DDB","11","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"TUCSON AMA","2010","VAIL WATER COMPANY","74-583016.0003","RECOVERY WELL PERMITS","","087814","D-16-16 08AAB","191","RECOVERED","CAP WATER RECOVERED","32","3","44.9","110","43","36.1","74"
"TUCSON AMA","2010","VAIL WATER COMPANY","74-583016.0003","RECOVERY WELL PERMITS","","087816","D-16-16 10BCB","423","RECOVERED","CAP WATER RECOVERED","32","3","31.93","110","42","14.8","74"
"TUCSON AMA","2010","DEL LAGO GOLF COURSE","74-591933.0000","RECOVERY WELL PERMITS","","087816","D-16-16 10BCB","217","RECOVERED","CAP WATER RECOVERED","32","3","31.93","110","42","14.8","74"
"TUCSON AMA","2010","VAIL WATER COMPANY","74-583016.0003","RECOVERY WELL PERMITS","","087817","D-16-16 10DCB","257","RECOVERED","CAP WATER RECOVERED","32","3","2.3","110","41","46.6","74"
"TUCSON AMA","2010","CITY OF TUCSON/TUCSON WATER","56-000001.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","200032","D-12-13 31AAB","493.2","WITHDRAWAL","GROUNDWATER","32","21","2","111","3","0","56"
"PHOENIX AMA","2010","CEMEX","59-200146.0001","DEWATERING PERMIT (MINING)","LAKE PLEASANT","200149","A-05-01 31DAA","6.31","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"DOUGLAS INA","2010","RAY H. ZUCK","60-203576.0001","IRRIGATION USE","DOUGLAS","200257","D-19-26 17DCC","720","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"NOT WITHIN ANY AMA OR INA","2010","BELLA VISTA WATER CO INC","91-000028.0000","LARGE COMMUNITY WATER SYSTEM","","200402","D-23-21 08CBB","21.299","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"TUCSON AMA","2010","PIMA COUNTY PARKS & RECREATION","58-100381.0006","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","200410","D-13-16 20CDC","11.62","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","2010","CITY OF PHOENIX","59-571627.0002","TEMPORARY DEWATERING PERMITS","WEST SALT RIVER VALLEY","200421","A-01-01 27DCD","549.38","WITHDRAWAL","GROUNDWATER","33","14","35.5","112","14","36.4","59"
"TUCSON AMA","2010","FREEPORT-MCMORAN SIERRITA INC","58-113558.0005","TYPE 2 MINERAL EXTRACT GFR","UPPER SANTA CRUZ","200554","D-18-13 21CBC","569","WITHDRAWAL","GROUNDWATER","31","50","43","111","1","40","58"
"TUCSON AMA","2010","FREEPORT-MCMORAN SIERRITA INC","58-113558.0005","TYPE 2 MINERAL EXTRACT GFR","UPPER SANTA CRUZ","200555","D-18-13 21CCB","217","WITHDRAWAL","GROUNDWATER","31","50","33","111","1","40","58"
"TUCSON AMA","2010","FREEPORT-MCMORAN SIERRITA INC","58-113558.0005","TYPE 2 MINERAL EXTRACT GFR","UPPER SANTA CRUZ","200556","D-18-13 28BBB","142","WITHDRAWAL","GROUNDWATER","31","50","21","111","1","39","58"
"PHOENIX AMA","2010","ARIZONA-AMERICAN WATER COMPANY (AGUA FRIA)","74-590636.0001","RECOVERY WELL PERMITS","","200558","B-04-01 32AAA","621.25","RECOVERED","CAP WATER RECOVERED","33","39","10","112","22","41","74"
"PHOENIX AMA","2010","TOWN OF GILBERT","56-002017.0000","LARGE MUNICIPAL PROVIDER MNPCCP","EAST SALT RIVER VALLEY","200559","D-02-06 14AAA","362.39","WITHDRAWAL","GROUNDWATER","33","15","43.2","111","42","13","56"
"PHOENIX AMA","2010","TOWN OF GILBERT","74-586724.0008","RECOVERY WELL PERMITS","EAST SALT RIVER VALLEY","200559","D-02-06 14AAA","442.2","RECOVERED","EFFLUENT RECOVERED OUTSIDE THE AOI","33","15","43.2","111","42","13","74"
"PHOENIX AMA","2010","VALENCIA WATER COMPANY","56-002046.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","200564","B-01-03 28ADD","551.83","WITHDRAWAL","GROUNDWATER","33","24","3","112","33","23.9","56"
"PHOENIX AMA","2010","CITY OF AVONDALE","74-553424.0011","RECOVERY WELL PERMITS","WEST SALT RIVER VALLEY","200566","B-01-01 02ACA","1589.07","RECOVERED","SALT/VERDE  WATER RECOVERED","33","27","41","112","19","41","74"
"PHOENIX AMA","2010","CITY OF AVONDALE","74-553424.0011","RECOVERY WELL PERMITS","WEST SALT RIVER VALLEY","200566","B-01-01 02ACA","781.23","RECOVERED","SPILL WATER RECOVERED","33","27","41","112","19","41","74"
"NOT WITHIN ANY AMA OR INA","2010","Q MOUNTAIN WATER CO","91-000753.0000","SMALL COMMUNITY WATER SYSTEM","","200615","B-03-19 18ADD","11.38","WITHDRAWAL","GROUNDWATER","33","36","19","114","15","12","91"
"TUCSON AMA","2010","FARMERS WATER COMPANY","56-000080.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER SANTA CRUZ","201058","D-17-14 28BCB","9.56","WITHDRAWAL","GROUNDWATER","31","55","26","110","55","30","56"
"TUCSON AMA","2010","CITY OF TUCSON/TUCSON WATER","56-000001.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","201059","D-11-11 31CCB","23.7","WITHDRAWAL","GROUNDWATER","32","25","39.7","111","16","10.4","56"
"PINAL AMA","2010","CALPORTLAND","59-201419.0003","MINERAL EXTRACTION","ELOY","201420","D-05-08 03DDA","45","WITHDRAWAL","GROUNDWATER","33","1","10.6","111","30","29.6","59"
"TUCSON AMA","2010","TOWN OF ORO VALLEY WATER UTILITY","56-000368.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","201425","D-12-14 05BAC","588.7","WITHDRAWAL","GROUNDWATER","32","25","15","110","56","24","56"
"PHOENIX AMA","2010","CITY OF BUCKEYE","56-002006.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","201427","B-04-04 23DAB","235.6","WITHDRAWAL","GROUNDWATER","33","40","24.4","112","37","48.4","56"
"PHOENIX AMA","2010","JOHNSON UTILITIES - PHOENIX","56-002346.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UNKNOWN","201429","D-03-07 12ABB","1233.6","WITHDRAWAL","GROUNDWATER","33","11","26.7","111","35","26.2","56"
"TUCSON AMA","2010","CITY OF TUCSON/TUCSON WATER","74-580079.0009","RECOVERY WELL PERMITS","","201430","D-14-11 08CDD","982.9","RECOVERED","CAP WATER RECOVERED","32","13","11","111","14","38","74"
"PHOENIX AMA","2010","CITY OF BUCKEYE","56-002006.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","201725","B-02-04 30ADB","220.99","WITHDRAWAL","GROUNDWATER","33","29","22.7","112","41","50.5","56"
"PHOENIX AMA","2010","ARCADIA WATER COMPANY","57-002501.0000","IRRIGATION DISTRICT (SW & GW)","EAST SALT RIVER VALLEY","201729","A-02-04 22DAA","934.82","WITHDRAWAL","GROUNDWATER","33","30","2","111","55","40","57"
"PHOENIX AMA","2010","CITY OF AVONDALE","74-553424.0011","RECOVERY WELL PERMITS","WEST SALT RIVER VALLEY","201730","A-02-01 30DDA","19.93","RECOVERED","SALT/VERDE  WATER RECOVERED","33","28","44.5","112","17","24.23","74"
"PHOENIX AMA","2010","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","WEST SALT RIVER VALLEY","201730","A-02-01 30DDA","20.09","WITHDRAWAL","GROUNDWATER","33","28","44.5","112","17","24.23","57"
"TUCSON AMA","2010","FREEPORT-MCMORAN SIERRITA INC","58-113558.0005","TYPE 2 MINERAL EXTRACT GFR","UPPER SANTA CRUZ","201732","D-18-13 28CBC","972","WITHDRAWAL","GROUNDWATER","32","49","52","111","1","40","58"
"PHOENIX AMA","2010","CITY OF CHANDLER","56-002009.0000","LARGE MUNICIPAL PROVIDER MNPCCP","EAST SALT RIVER VALLEY","201735","D-02-06 31ADA","391.15","WITHDRAWAL","GROUNDWATER","33","12","55.8","111","46","23.8","56"
"PINAL AMA","2010","ABCDW LLC","58-104067.0016","IRRIGATION USE","MARICOPA-STANFIELD","201736","D-06-04 15DDD","929","WITHDRAWAL","GROUNDWATER","32","53","39","111","55","6","58"
"TUCSON AMA","2010","ARIZONA BOARD OF REGENTS","56-000268.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER SANTA CRUZ","201737","D-14-14 07ADB","62.678","WITHDRAWAL","GROUNDWATER","32","13","51","110","56","47","56"
"PHOENIX AMA","2010","VALENCIA WATER COMPANY","56-002046.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","201740","B-01-03 28AAB","1129.35","WITHDRAWAL","GROUNDWATER","33","24","22.4","112","33","31.7","56"
"PHOENIX AMA","2010","EPCOR (AGUA FRIA) WATER ARIZONA INC.","56-002012.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","202092","B-03-02 02BDA","0.18","WITHDRAWAL","GROUNDWATER","33","38","1","112","26","10.9","56"
"PHOENIX AMA","2010","EPCOR (AGUA FRIA) WATER ARIZONA INC.","56-002012.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","202096","B-04-02 25ACB","652.79","WITHDRAWAL","GROUNDWATER","33","39","50","112","24","59","56"
"NOT WITHIN ANY AMA OR INA","2010","TOWN OF CLARKDALE","91-000617.0000","LARGE COMMUNITY WATER SYSTEM","","202370","A-16-03 20CCC","210","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PRESCOTT AMA","2010","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER AGUA FRIA","202386","B-15-01 27CCC","382.7","WITHDRAWAL","GROUNDWATER","34","38","37.5","112","21","30.7","56"
"PRESCOTT AMA","2010","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER AGUA FRIA","202388","B-15-01 27CBB","394.5","WITHDRAWAL","GROUNDWATER","34","39","2.1","112","21","30.8","56"
"PRESCOTT AMA","2010","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER AGUA FRIA","202390","B-15-01 27BBB","443.1","WITHDRAWAL","GROUNDWATER","34","39","28.3","112","21","31","56"
"PRESCOTT AMA","2010","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER AGUA FRIA","202392","B-15-01 35BCB","55","WITHDRAWAL","GROUNDWATER","34","38","20","112","20","27","56"
"PHOENIX AMA","2010","VALENCIA WATER COMPANY","56-002046.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","202399","B-01-03 28DDA","328.94","WITHDRAWAL","GROUNDWATER","33","23","39.4","112","33","24.6","56"
"PHOENIX AMA","2010","VALENCIA WATER COMPANY","56-002046.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","202400","B-01-03 31ACA","64.89","WITHDRAWAL","GROUNDWATER","33","23","16.5","112","35","45.2","56"
"TUCSON AMA","2010","CACTUS WASTE SYSTEMS LLC","59-202401.0000","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","AVRA VALLEY","202402","D-07-10 33BDA","15.4","WITHDRAWAL","GROUNDWATER","32","46","21.4","111","19","12.9","59"
"PHOENIX AMA","2010","CITY OF AVONDALE","74-553424.0011","RECOVERY WELL PERMITS","WEST SALT RIVER VALLEY","202404","B-02-01 36DBB","322.57","RECOVERED","SALT/VERDE  WATER RECOVERED","33","28","15.9","112","18","47.3","74"
"PHOENIX AMA","2010","CITY OF AVONDALE","74-553424.0011","RECOVERY WELL PERMITS","WEST SALT RIVER VALLEY","202404","B-02-01 36DBB","1639.99","RECOVERED","CAP WATER RECOVERED","33","28","15.9","112","18","47.3","74"
"PHOENIX AMA","2010","BEARDSLEY WATER COMPANY","56-002159.0000","SMALL MUNICIPAL PROVIDER","WEST SALT RIVER VALLEY","202408","B-05-03 29AAD","82.23","WITHDRAWAL","GROUNDWATER","33","45","","112","35","","56"
"SANTA CRUZ AMA","2010","CPC SOUTHWEST MATERIALS INC","59-202409.0001","MINERAL EXTRACTION","UPPER SANTA CRUZ","202410","D-22-13 33ACD","47.81","WITHDRAWAL","GROUNDWATER","31","28","18.7","111","0","56.1","59"
"NOT WITHIN ANY AMA OR INA","2010","FOREST HIGHLANDS WATER CO","91-000104.0000","SMALL COMMUNITY WATER SYSTEM","","202755","A-20-06 24BBB","158.779","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"NOT WITHIN ANY AMA OR INA","2010","WINCHESTER WATER CO. LLC","91-000074.0000","SMALL COMMUNITY WATER SYSTEM","","202781","D-12-24 08BDC","47.03","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"NOT WITHIN ANY AMA OR INA","2010","Q MOUNTAIN WATER CO","91-000753.0000","SMALL COMMUNITY WATER SYSTEM","","202875","B-03-19 18BCB","29.155","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"TUCSON AMA","2010","CITY OF TUCSON/TUCSON WATER","58-110580.0008","TYPE 2 NON-IRRIGATION GFR","AVRA VALLEY","202883","D-16-15 23DDD","127.7","WITHDRAWAL","GROUNDWATER","32","1","12","110","46","34","58"
"PHOENIX AMA","2010","CHI CONSTRUCTION CO","58-113079.0015","IRRIGATION USE","WEST SALT RIVER VALLEY","202889","B-01-02 20CDD","405.02","WITHDRAWAL","GROUNDWATER","33","24","26","112","29","16","58"
"TUCSON AMA","2010","CITY OF TUCSON/TUCSON WATER","74-580079.0009","RECOVERY WELL PERMITS","","202892","D-14-11 06ABD","1438.2","RECOVERED","CAP WATER RECOVERED","32","14","42","110","15","26","74"
"PHOENIX AMA","2010","UNITED METRO MATERIALS INC","58-105298.0001","TYPE 2 MINERAL EXTRACT GFR","WEST SALT RIVER VALLEY","202897","A-01-02 29CAD","4.82","WITHDRAWAL","GROUNDWATER","33","23","45.72","112","10","35.75","58"
"TUCSON AMA","2010","GRAE VERLIN","56-000323.0000","SMALL MUNICIPAL PROVIDER","UPPER SANTA CRUZ","202898","D-14-15 35ADD","57","WITHDRAWAL","GROUNDWATER","32","10","","110","46","","56"
"PINAL AMA","2010","AZ BD OF REGENTS UNIV OF AZ","58-150066.0002","TYPE 1 GFR","MARICOPA-STANFIELD","203197","D-04-04 17CAA","10.57","WITHDRAWAL","GROUNDWATER","33","4","0.41","111","58","0.2","58"
"NOT WITHIN ANY AMA OR INA","2010","UTILITY SOURCE LLC","91-000107.0000","SMALL COMMUNITY WATER SYSTEM","","203241","A-22-05 36CCC","65","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","2010","REXCO LLC","58-106649.0011","TYPE 1 GFR","WEST SALT RIVER VALLEY","203247","B-01-03 25CAD","111.7","WITHDRAWAL","GROUNDWATER","33","24","44.3","112","30","47.7","58"
"PHOENIX AMA","2010","ARIZONA WATER CO.-WHITE TANKS","56-002001.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","203266","B-01-02 08ACC","158.14","WITHDRAWAL","GROUNDWATER","32","26","38.9","112","29","15","56"
"PHOENIX AMA","2010","CITY OF PEORIA","74-572707.0009","RECOVERY WELL PERMITS","WEST SALT RIVER VALLEY","203268","B-05-01 35DAD","611.49","RECOVERED","CAP WATER RECOVERED","33","43","52","112","19","33","74"
"PHOENIX AMA","2010","CITY OF PEORIA","74-572707.0009","RECOVERY WELL PERMITS","WEST SALT RIVER VALLEY","203269","B-04-01 02ABB","300.44","RECOVERED","CAP WATER RECOVERED","33","43","29.1","112","19","54.8","74"
"NOT WITHIN ANY AMA OR INA","2010","PINE-STRAWBERRY WATER IMPROVEMENT DISTRICT","91-000135.0000","LARGE COMMUNITY WATER SYSTEM","","203412","A-12-08 28ABB","0.158","WITHDRAWAL","GROUNDWATER","34","24","12.6","111","30","42.6","91"
"NOT WITHIN ANY AMA OR INA","2010","PINE-STRAWBERRY WATER IMPROVEMENT DISTRICT","91-000135.0000","LARGE COMMUNITY WATER SYSTEM","","203413","A-12-08 20DDD","0.461","WITHDRAWAL","GROUNDWATER","34","24","18.1","111","31","15.5","91"
"TUCSON AMA","2010","TOWN OF MARANA","74-211278.0001","RECOVERY WELL PERMITS","AVRA VALLEY","203658","D-11-11 22BBB","233.96","RECOVERED","CAP WATER RECOVERED","32","28","4","111","12","57","74"
"NOT WITHIN ANY AMA OR INA","2010","BELLA VISTA WATER CO INC","91-000028.0000","LARGE COMMUNITY WATER SYSTEM","","203881","D-23-21 20ADB","36.991","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"TUCSON AMA","2010","FREEPORT-MCMORAN SIERRITA INC.","59-588623.0002","DEWATERING PERMIT (MINING)","UPPER SANTA CRUZ","203906","D-18-12 08CBC","1","WITHDRAWAL","GROUNDWATER","31","52","28","111","8","45","59"
"TUCSON AMA","2010","FREEPORT-MCMORAN SIERRITA INC.","59-588623.0002","DEWATERING PERMIT (MINING)","UPPER SANTA CRUZ","203918","D-18-12 08CAC","1","WITHDRAWAL","GROUNDWATER","31","52","28","111","8","28","59"
"TUCSON AMA","2010","FREEPORT-MCMORAN SIERRITA INC.","59-588623.0002","DEWATERING PERMIT (MINING)","UPPER SANTA CRUZ","203920","D-18-12 08BCC","2","WITHDRAWAL","GROUNDWATER","31","52","39","111","8","51","59"
"PHOENIX AMA","2010","TOWN OF GILBERT","74-586724.0008","RECOVERY WELL PERMITS","EAST SALT RIVER VALLEY","203923","D-02-06 01DAA","269.16","RECOVERED","EFFLUENT RECOVERED OUTSIDE THE AOI","33","16","59","111","41","12.1","74"
