"AMA INA","YEAR","Owner or BMP Operator","Right Number","Right Type","Sub-basin","Well Id","CADASTRAL","AF Pumped","Movement Type","Water Type","LAT_DEGREES","LAT_MINUTES","LAT_SECONDS","LONG_DEGREES","LONG_MINUTES","LONG_SECONDS","PROGRAM"
"PINAL AMA","2002","NORTHSIDE HAY COMPANY INC","58-150072.0003","TYPE 2 NON-IRRIGATION GFR","MARICOPA-STANFIELD","086077","D-05-04 08DDD","390.28","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2002","CITY OF TUCSON/TUCSON WATER","58-110580.0005","TYPE 2 NON-IRRIGATION GFR","AVRA VALLEY","086158","D-12-12 21ADB","390.5","WITHDRAWAL","GROUNDWATER","32","22","33","111","7","4","58"
"PINAL AMA","2002","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","MARICOPA-STANFIELD","086247","D-05-03 12CDD","2248.91","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"DOUGLAS INA","2002","BRENDA B PERLMAN TRUST","60-203175.0000","IRRIGATION USE","DOUGLAS","086308","D-20-26 26BDD","0.5","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"SANTA CRUZ AMA","2002","TROYER, GARY G.","58-103495.0001","IRRIGATION USE","UPPER SANTA CRUZ","086314","D-21-13 17ACC","52.72","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PINAL AMA","2002","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","086602","D-08-06 26DBB","695.74","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"DOUGLAS INA","2002","MILLER, MICHAEL D & GWEN E","60-203211.0000","IRRIGATION USE","DOUGLAS","086641","D-18-26 22CDD","74.694","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"DOUGLAS INA","2002","CARLOS SANUDO","60-203212.0001","IRRIGATION USE","DOUGLAS","086643","D-18-26 28ACD","177","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"PINAL AMA","2002","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","086830","D-07-06 34DCC","521.47","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2002","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","086835","D-08-08 12DAD","643.3","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"TUCSON AMA","2002","ARIZONA DEPT. OF CORRECTIONS - TUCSON","56-000362.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","086902","D-16-14 01DAD","222","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PHOENIX AMA","2002","ARIE HELMUT  DE JONG","58-110673.0009","TYPE 1 GFR","EAST SALT RIVER VALLEY","086951","D-02-06 16BAB","47.24","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PINAL AMA","2002","ANDERSON BROTHERS FARM WATER","56-001303.0000","MUNICIPAL PROVIDER (GW ONLY)","MARICOPA-STANFIELD","087174","D-06-04 04DDD","0.1","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PINAL AMA","2002","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","087194","D-08-06 26DDA","608.14","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2002","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","087213","D-09-08 36ADD","670.07","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2002","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","MARICOPA-STANFIELD","087270","D-06-04 18DBB","336.42","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PHOENIX AMA","2002","MOTOROLA SPS","58-112273.0003","TYPE 2 NON-IRRIGATION GFR","EAST SALT RIVER VALLEY","087443","A-01-05 19DCC","16","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2002","ORO VALLEY COUNTRY CLUB, INC.","58-101530.0000","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","087589","D-12-13 13BCA","470.3","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","2002","CITY OF PHOENIX","56-002030.0000","LARGE MUNICIPAL PROVIDER","WEST SALT RIVER VALLEY","087614","A-04-04 33CCC","193.24","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2002","PIMA COUNTY SOLID WASTE","59-087618.0000","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","AVRA VALLEY","087618","D-12-11 02BAA","27.8","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"PHOENIX AMA","2002","CITY OF BUCKEYE","56-002006.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","087674","C-01-03 05BAA","64.2","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PHOENIX AMA","2002","DESERT HILLS WATER COMPANY","56-002169.0000","LARGE MUNICIPAL PROVIDER MNPCCP","EAST SALT RIVER VALLEY","087697","A-05-03 04CDC","34.31","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2002","VAIL WATER COMPANY","74-583016.0001","RECOVERY WELL PERMITS","","087816","D-16-16 10BCB","123","RECOVERED","CAP WATER RECOVERED","32","3","31.93","110","42","14.8","74"
"TUCSON AMA","2002","VAIL WATER COMPANY","56-000060.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","087816","D-16-16 10BCB","393","WITHDRAWAL","GROUNDWATER","32","3","31.93","110","42","14.8","56"
"TUCSON AMA","2002","VAIL WATER COMPANY","56-000060.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","087817","D-16-16 10DCB","4","WITHDRAWAL","GROUNDWATER","32","3","2.3","110","41","46.6","56"
"PHOENIX AMA","2002","SUN LAND BEEF CO","58-100177.0000","TYPE 2 NON-IRRIGATION GFR","WEST SALT RIVER VALLEY","500078","A-01-01 10CBA","916","WITHDRAWAL","GROUNDWATER","33","26","35.42","112","15","2.25","58"
"DOUGLAS INA","2002","ALAMO RANCH CO","60-203004.0000","IRRIGATION USE","DOUGLAS","500250","D-21-26 30CCB","112","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"PHOENIX AMA","2002","CITY OF SCOTTSDALE","56-002037.0000","LARGE MUNICIPAL PROVIDER MNPCCP","EAST SALT RIVER VALLEY","500319","A-04-04 14DCC","241.05","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2002","CORTARO-MARANA IRRIGATION DIST","57-000035.0000","IRRIGATION DISTRICT (SW & GW)","AVRA VALLEY","500556","D-11-11 28ACC","895.47","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PHOENIX AMA","2002","DAVE  BUCHLI","59-500591.0001","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","EAST SALT RIVER VALLEY","500591","D-03-09 18BCC","54.7","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"PHOENIX AMA","2002","IMSAMET INC, AN ARIZONA CORPORATION","58-101478.0002","TYPE 2 NON-IRRIGATION GFR","WEST SALT RIVER VALLEY","500659","B-01-01 20CBA","192.2","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","2002","IMSAMET OF ARIZONA","59-546391.0001","MINERAL EXTRACTION","WEST SALT RIVER VALLEY","500659","B-01-01 20CBA","127.94","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"PHOENIX AMA","2002","MICHAEL SCHUGG","59-500687.0000","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","EAST SALT RIVER VALLEY","500687","D-02-06 17ABB","44.96","WITHDRAWAL","GROUNDWATER","33","15","48","111","45","50","59"
"TUCSON AMA","2002","BREAKERS 95 LLC","59-502115.0001","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","UPPER SANTA CRUZ","500800","D-12-12 05ACC","8.7","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"PINAL AMA","2002","K & D FARMS","59-500865.0001","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","ELOY","500865","D-06-07 07DCD","263.85","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"PHOENIX AMA","2002","DWIGHT B LEISTER JR","58-103643.0000","IRRIGATION USE","WEST SALT RIVER VALLEY","500878","B-01-02 21ABB","1170.17","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"SANTA CRUZ AMA","2002","VALLE VERDE WATER COMPANY","56-000228.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER SANTA CRUZ","500951","D-23-13 25ABA","9.47","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2002","AZ BOARD OF REGENTS","59-086362.0000","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","UPPER SANTA CRUZ","500957","D-15-15 33ADB","89","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"PRESCOTT AMA","2002","BRADSHAW WATER COMPANY INC","56-003019.0000","SMALL MUNICIPAL PROVIDER","UPPER AGUA FRIA","501033","B-14-01 34BBB","0.93","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PHOENIX AMA","2002","INTER INVEST PARTNERSHIP XI","58-101122.0001","IRRIGATION USE","RAINBOW VALLEY","501246","C-02-01 30DDD","669.77","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","2002","CITY OF AVONDALE","74-553424.0003","RECOVERY WELL PERMITS","","501247","B-02-01 26AAA","906","RECOVERED","SALT/VERDE  WATER RECOVERED","","","","","","","74"
"TUCSON AMA","2002","D N D NEFFSON COMPANY","58-112459.0000","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","501251","D-13-13 24BDA","30.7","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","2002","CITY OF AVONDALE","74-553424.0003","RECOVERY WELL PERMITS","","501288","B-02-01 23DDD","1204","RECOVERED","SALT/VERDE  WATER RECOVERED","","","","","","","74"
"TUCSON AMA","2002","U.S. AIR FORCE PLANT 44","59-516313.0000","POOR QUALITY WITHDRAWAL PERMITS","UPPER SANTA CRUZ","501313","D-15-14 29DAD","15.74","WITHDRAWAL","GROUNDWATER","32","5","42.9","110","55","41.76","59"
"PINAL AMA","2002","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","501336","D-07-06 35AAD","1211.97","WITHDRAWAL","GROUNDWATER","32","46","27","111","41","16","57"
"PHOENIX AMA","2002","SADDLE MOUNTAIN UNIFIED SCHOOL DISTRICT","59-591450.0000","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","HASSAYAMPA","501391","B-02-06 28AAC","51.82","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"PINAL AMA","2002","SHIFLET, HAZEL W","58-101393.0001","IRRIGATION USE","ELOY","501562","D-06-08 04ADC","607.99","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2002","KIVA RANCH TUCSON LLC","58-160047.0002","IRRIGATION USE","UPPER SANTA CRUZ","501580","D-13-15 33DDA","33.26","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2002","ALLAN J & JANE F HAMILTON","58-114564.0002","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","501580","D-13-15 33DDA","6.4","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2002","METROPOLITAN DOM WATER IMPR DIST","74-570181.0000","RECOVERY WELL PERMITS","","501604","D-12-13 33BCC","318.5","RECOVERED","CAP WATER RECOVERED","","","","","","","74"
"PRESCOTT AMA","2002","CHINO VALLEY SCHOOL (DEL RIO)","59-570754.0000","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","LITTLE CHINO","501609","B-16-02 16DDD","53.77","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"TUCSON AMA","2002","BREAKERS 95 LLC","59-502115.0001","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","UPPER SANTA CRUZ","501637","D-12-12 05ACA","4.3","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"PHOENIX AMA","2002","CITY OF PHOENIX","56-002030.0000","LARGE MUNICIPAL PROVIDER","WEST SALT RIVER VALLEY","501643","A-03-04 03BAA","393.77","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2002","COUNTRY CLUB OF GREEN VALLEY INC.","58-101735.0000","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","501760","D-18-13 02DCA","634","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","2002","CITY OF GOODYEAR","74-564545.0001","RECOVERY WELL PERMITS","","501892","B-01-01 17AAA","724.18","RECOVERED","EFFLUENT RECOVERED OUTSIDE THE AOI","33","26","3","112","22","55","74"
"SANTA CRUZ AMA","2002","VALLE VERDE WATER COMPANY","56-000228.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER SANTA CRUZ","502001","D-23-13 25BDD","80.92","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PINAL AMA","2002","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","502060","D-09-07 27ADA","172.9","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2002","DU-BROOK INVESTMENTS","58-150105.0002","TYPE 1 GFR","ELOY","502062","D-06-07 24CDD","40.98","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2002","CITY OF TUCSON/TUCSON WATER","56-000001.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","502179","D-14-15 02DDA","256.5","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2002","CITY OF TUCSON/TUCSON WATER","74-560621.0000","RECOVERY WELL PERMITS","UPPER SANTA CRUZ","502180","D-14-15 14DAD","130.4","RECOVERED","CAP WATER RECOVERED","","","","","","","74"
"TUCSON AMA","2002","CITY OF TUCSON/TUCSON WATER","74-560621.0000","RECOVERY WELL PERMITS","UPPER SANTA CRUZ","502180","D-14-15 14DAD","842.4","RECOVERED","CAP WATER RECOVERED","","","","","","","74"
"TUCSON AMA","2002","CITY OF TUCSON/TUCSON WATER","56-000001.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","502181","D-16-15 23CCC","217.5","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PHOENIX AMA","2002","ROOSEVELT WATER CONSERVATION DISTRICT","57-002518.0000","IRRIGATION DISTRICT (SW & GW)","EAST SALT RIVER VALLEY","502202","A-01-06 26BAD","1678.38","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PHOENIX AMA","2002","ROOSEVELT WATER CONSERVATION DISTRICT","57-002518.0000","IRRIGATION DISTRICT (SW & GW)","EAST SALT RIVER VALLEY","502203","A-01-06 26BAD","982.02","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"SANTA CRUZ AMA","2002","STEWERT TITLE","58-108171.0001","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","502259","D-20-13 13AAC","3.21","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","2002","CITY OF SURPRISE","74-565003.0001","RECOVERY WELL PERMITS","","502350","B-03-01 08ABB","740.16","RECOVERED","EFFLUENT RECOVERED OUTSIDE THE AOI","33","37","21.77","112","23","6.16","74"
"PINAL AMA","2002","VANDERSLICE, M.C. & ELEANOR","58-112719.0001","IRRIGATION USE","ELOY","502442","D-06-06 28ACC","9.1","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PRESCOTT AMA","2002","GRANITE MOUNTAIN WATER COMPANY","56-003024.0000","SMALL MUNICIPAL PROVIDER","LITTLE CHINO","502453","B-15-02 31CDA","8.68","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2002","WOOTTON JAMES C. & DIANE M.","58-109720.0001","TYPE 1 GFR","UPPER SANTA CRUZ","502533","D-14-15 02ACC","38.9","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PINAL AMA","2002","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","502571","D-09-07 36DDD","133.39","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"SANTA CRUZ AMA","2002","RIO RICO UTILITIES INC.","56-000041.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER SANTA CRUZ","502579","D-22-13 05ABD","608.051","WITHDRAWAL","GROUNDWATER","31","32","53","111","1","52","56"
"TUCSON AMA","2002","LIVINGSTON PETER ARTHUR","58-109652.0003","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","502740","D-14-15 01ABC","2.8","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","2002","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","WEST SALT RIVER VALLEY","502752","A-03-02 18AAA","576.76","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2002","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","MARICOPA-STANFIELD","502756","D-05-04 34DDC","1528.72","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"TUCSON AMA","2002","K&V WATER COMPANY","56-000116.0000","SMALL MUNICIPAL PROVIDER","UPPER SANTA CRUZ","502836","D-13-15 32CAB","6.65","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2002","AZ STATE PARKS/CATALINA STATE PARKS","59-503058.0001","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","UPPER SANTA CRUZ","503021","D-11-14 33CBB","4.9","WITHDRAWAL","GROUNDWATER","32","25","48","110","55","33.9","59"
"TUCSON AMA","2002","US DEPT OF VETERANS AFFAIRS","56-000356.0000","SMALL MUNICIPAL PROVIDER","UPPER SANTA CRUZ","503192","D-14-13 25DAB","27.1","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2002","CROSSROADS PARK, LLC","56-000200.0000","SMALL MUNICIPAL PROVIDER","UPPER SANTA CRUZ","503251","D-14-14 02BBA","13.35","WITHDRAWAL","GROUNDWATER","32","14","59.8","110","53","21","56"
"PHOENIX AMA","2002","VALLEY UTILITIES WATER COMPANY","56-002047.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","503273","B-02-01 11DCD","205.99","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2002","CORTARO-MARANA IRRIGATION DIST","57-000035.0000","IRRIGATION DISTRICT (SW & GW)","AVRA VALLEY","503290","D-11-10 13AAA","1355.74","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"TUCSON AMA","2002","CORTARO-MARANA IRRIGATION DIST","57-000035.0000","IRRIGATION DISTRICT (SW & GW)","AVRA VALLEY","503291","D-12-12 21CAD","685.44","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"TUCSON AMA","2002","WOOTTON JAMES C. & DIANE M.","58-109720.0001","TYPE 1 GFR","UPPER SANTA CRUZ","503670","D-14-15 02DBD","44.46","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2002","CORTARO-MARANA IRRIGATION DIST","57-000035.0000","IRRIGATION DISTRICT (SW & GW)","AVRA VALLEY","503931","D-12-12 16BDD","668.93","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PHOENIX AMA","2002","NATIONAL MEMORIAL CEMETERY","59-503959.0000","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","EAST SALT RIVER VALLEY","503959","A-04-03 13BAA","28.01","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"TUCSON AMA","2002","","56-000088.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","503963","D-14-16 05CAD","7.03","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"DOUGLAS INA","2002","DOUGLAS CITY OF","60-203060.0000","NON-IRRIGATION USE","DOUGLAS","504004","D-24-28 07CDC","396","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"PHOENIX AMA","2002","BUCKEYE WATER CONSERVATION & DRAINAGE DISTRICT.","57-002503.0000","IRRIGATION DISTRICT (SW & GW)","WEST SALT RIVER VALLEY","504164","C-01-04 12CBD","866","WITHDRAWAL","GROUNDWATER","33","21","8.28","112","36","59.04","57"
"TUCSON AMA","2002","KAI HERBERT","58-109169.0000","IRRIGATION USE","UPPER SANTA CRUZ","504198","D-12-12 08ABD","159.84","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","2002","CITY OF TOLLESON","56-002044.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","504249","A-01-01 09BAC","5.85","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PRESCOTT AMA","2002","ACME WATER COMPANY","56-003006.0000","SMALL MUNICIPAL PROVIDER","LITTLE CHINO","504297","B-16-02 34DBA","10.15","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PINAL AMA","2002","SILVERBELL IRRIGATION AND DRAINAGE DIST","56-001105.0000","SMALL MUNICIPAL PROVIDER","AGUIRRE VALLEY","504371","D-10-06 23BCC","14.83","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2002","HALCYON ACRES NO. 2","56-000099.0000","SMALL MUNICIPAL PROVIDER","UPPER SANTA CRUZ","504418","D-14-15 15DCD","30.75","WITHDRAWAL","GROUNDWATER","32","12","26","110","47","42","56"
"TUCSON AMA","2002","TWIN PEAKS LAND & CATTLE CO LLC","58-104743.0004","IRRIGATION USE","AVRA VALLEY","504485","D-12-11 20AAA","7.82","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2002","VENCO, L.L.C.","58-109585.0002","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","504536","D-15-15 07BCC","1.2","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PINAL AMA","2002","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","504542","D-09-07 12DDD","227.54","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"TUCSON AMA","2002","VAIL SCHOOL DISTRICT","59-504558.0001","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","UPPER SANTA CRUZ","504558","D-16-16 09DCD","41.61","WITHDRAWAL","GROUNDWATER","32","2","53","110","42","37","59"
"PRESCOTT AMA","2002","TOWN OF CHINO VALLEY","58-120028.0000","TYPE 2 NON-IRRIGATION GFR","LITTLE CHINO","504619","B-16-02 16AAA","10.5","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2002","CITY OF TUCSON/TUCSON WATER","56-000001.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","504655","D-11-14 04BBC","104.4","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2002","CITY OF TUCSON/TUCSON WATER","56-000001.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","504721","D-12-13 17BCD","464.4","WITHDRAWAL","GROUNDWATER","32","23","18.7","111","2","39.8","56"
"TUCSON AMA","2002","T N R & S ACQUISITION, INC.","58-102307.0001","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","504756","D-12-13 28ADB","505","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","2002","CITY OF PHOENIX","56-002030.0000","LARGE MUNICIPAL PROVIDER","WEST SALT RIVER VALLEY","504791","A-04-04 33CBA","536.3","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2002","","56-000210.0000","SMALL MUNICIPAL PROVIDER","AVRA VALLEY","504860","D-16-10 04DAA","6.22","WITHDRAWAL","GROUNDWATER","32","3","45","111","19","2","56"
"TUCSON AMA","2002","","56-000210.0000","SMALL MUNICIPAL PROVIDER","AVRA VALLEY","504861","D-16-10 09DAC","38.36","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2002","THE PARK COMPANY OF ARIZONA,","58-105307.0006","TYPE 2 MINERAL EXTRACT GFR","UPPER SANTA CRUZ","504946","D-17-13 27DCC","1760","WITHDRAWAL","GROUNDWATER","","","","","","","58"
