"AMA INA","YEAR","Owner or BMP Operator","Right Number","Right Type","Sub-basin","Well Id","CADASTRAL","AF Pumped","Movement Type","Water Type","LAT_DEGREES","LAT_MINUTES","LAT_SECONDS","LONG_DEGREES","LONG_MINUTES","LONG_SECONDS","PROGRAM"
"PHOENIX AMA","2016","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","WEST SALT RIVER VALLEY","202099","A-02-04 11AAD","89.2","WITHDRAWAL","GROUNDWATER","33","32","7","111","54","30","57"
"NOT WITHIN ANY AMA OR INA","2016","TOWN OF CLARKDALE","91-000617.0000","LARGE COMMUNITY WATER SYSTEM","","202370","A-16-03 20CCC","383.798","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PRESCOTT AMA","2016","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER AGUA FRIA","202386","B-15-01 27CCC","0.1","WITHDRAWAL","GROUNDWATER","34","38","37.5","112","21","30.7","56"
"PRESCOTT AMA","2016","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER AGUA FRIA","202388","B-15-01 27CBB","532","WITHDRAWAL","GROUNDWATER","34","39","2.1","112","21","30.8","56"
"PRESCOTT AMA","2016","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER AGUA FRIA","202390","B-15-01 27BBB","493.9","WITHDRAWAL","GROUNDWATER","34","39","28.3","112","21","31","56"
"PRESCOTT AMA","2016","TOWN OF PRESCOTT VALLEY","56-003023.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER AGUA FRIA","202392","B-15-01 35BCB","257.2","WITHDRAWAL","GROUNDWATER","34","38","20","112","20","27","56"
"PHOENIX AMA","2016","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","WEST SALT RIVER VALLEY","202398","A-02-04 30ACC","0.23","WITHDRAWAL","GROUNDWATER","33","29","18.4","111","59","9.76","57"
"PHOENIX AMA","2016","VALENCIA WATER COMPANY","56-002046.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","202399","B-01-03 28DDA","794.23","WITHDRAWAL","GROUNDWATER","33","23","39.4","112","33","24.6","56"
"PHOENIX AMA","2016","VALENCIA WATER COMPANY","56-002046.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","202400","B-01-03 31ACA","73.69","WITHDRAWAL","GROUNDWATER","33","23","16.5","112","35","45.2","56"
"TUCSON AMA","2016","CACTUS WASTE SYSTEMS LLC","59-202401.0001","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","AVRA VALLEY","202402","D-07-10 33BDA","22.2","WITHDRAWAL","GROUNDWATER","32","46","21.4","111","19","12.9","59"
"PHOENIX AMA","2016","CITY OF AVONDALE","74-553424.0012","RECOVERY WELL PERMITS","WEST SALT RIVER VALLEY","202404","B-02-01 36DBB","1318.2","RECOVERED","EFFLUENT RECOVERED INSIDE AOI","33","28","15.9","112","18","47.3","74"
"PHOENIX AMA","2016","BEARDSLEY WATER COMPANY","56-002159.0000","SMALL MUNICIPAL PROVIDER","WEST SALT RIVER VALLEY","202408","B-05-03 29AAD","14.99","WITHDRAWAL","GROUNDWATER","33","45","","112","35","","56"
"NOT WITHIN ANY AMA OR INA","2016","FOREST HIGHLANDS WATER CO","91-000104.0000","SMALL COMMUNITY WATER SYSTEM","","202755","A-20-06 24BBB","123.407","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"NOT WITHIN ANY AMA OR INA","2016","WINCHESTER WATER CO. LLC","91-000074.0000","SMALL COMMUNITY WATER SYSTEM","","202781","D-12-24 08BDC","26.98","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"NOT WITHIN ANY AMA OR INA","2016","Q MOUNTAIN WATER CO","91-000753.0000","SMALL COMMUNITY WATER SYSTEM","","202875","B-03-19 18BCB","33.35","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"TUCSON AMA","2016","CITY OF TUCSON/TUCSON WATER","74-560621.0004","RECOVERY WELL PERMITS","UPPER SANTA CRUZ","202883","D-16-15 23DDD","195.87","RECOVERED","CAP WATER RECOVERED","32","1","12","110","46","34","74"
"PHOENIX AMA","2016","ERNEST M. LINSENMEYER","58-113079.0021","IRRIGATION USE","WEST SALT RIVER VALLEY","202889","B-01-02 20CDD","976.24","WITHDRAWAL","GROUNDWATER","33","24","26","112","29","16","58"
"TUCSON AMA","2016","CITY OF TUCSON/TUCSON WATER","74-580079.0009","RECOVERY WELL PERMITS","","202892","D-14-11 06ABD","797.96","RECOVERED","CAP WATER RECOVERED","32","14","42","110","15","26","74"
"TUCSON AMA","2016","GRAE VERLIN","56-000323.0000","SMALL MUNICIPAL PROVIDER","UPPER SANTA CRUZ","202898","D-14-15 35ADD","5.3","WITHDRAWAL","GROUNDWATER","32","10","","110","46","","56"
"PINAL AMA","2016","AZ BD OF REGENTS UNIV OF AZ","58-150066.0002","TYPE 1 GFR","MARICOPA-STANFIELD","203197","D-04-04 17CAA","10.77","WITHDRAWAL","GROUNDWATER","33","4","0.41","111","58","0.2","58"
"NOT WITHIN ANY AMA OR INA","2016","UTILITY SOURCE LLC","91-000107.0000","SMALL COMMUNITY WATER SYSTEM","","203241","A-22-05 36CCC","74.77","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","2016","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","WEST SALT RIVER VALLEY","203264","A-03-01 14DDD","389.72","WITHDRAWAL","GROUNDWATER","33","25","45.513","112","13","10.956","57"
"PHOENIX AMA","2016","ARIZONA WATER COMPANY - WHITE TANKS","74-224731.0000","RECOVERY WELL PERMITS","","203266","B-01-02 08ACC","130.37","RECOVERED","IN-LIEU WATER  (CAP)","32","26","38.9","112","29","15","74"
"PHOENIX AMA","2016","ARIZONA WATER CO.-WHITE TANKS","56-002001.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","203266","B-01-02 08ACC","346.14","WITHDRAWAL","GROUNDWATER","32","26","38.9","112","29","15","56"
"PHOENIX AMA","2016","CITY OF PEORIA","74-572707.0012","RECOVERY WELL PERMITS","WEST SALT RIVER VALLEY","203268","B-05-01 35DAD","334.36","RECOVERED","CAP WATER RECOVERED","33","43","52","112","19","33","74"
"PHOENIX AMA","2016","CITY OF PEORIA","74-572707.0012","RECOVERY WELL PERMITS","WEST SALT RIVER VALLEY","203269","B-04-01 02ABB","517.95","RECOVERED","CAP WATER RECOVERED","33","43","29.1","112","19","54.8","74"
"PHOENIX AMA","2016","VALENCIA WATER COMPANY","56-002046.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","203650","B-01-03 28CBA","292.88","WITHDRAWAL","GROUNDWATER","33","23","57.2","112","34","12.8","56"
"TUCSON AMA","2016","TOWN OF MARANA","74-211278.0001","RECOVERY WELL PERMITS","AVRA VALLEY","203658","D-11-11 22BBB","31.07","RECOVERED","IN-LIEU WATER  (CAP)","32","28","4","111","12","57","74"
"TUCSON AMA","2016","TOWN OF MARANA","74-211278.0001","RECOVERY WELL PERMITS","AVRA VALLEY","203658","D-11-11 22BBB","558.95","RECOVERED","IN-LIEU WATER  (CAP)","32","28","4","111","12","57","74"
"NOT WITHIN ANY AMA OR INA","2016","BELLA VISTA WATER CO INC","91-000028.0000","LARGE COMMUNITY WATER SYSTEM","","203881","D-23-21 20ADB","22.841","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","2016","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","WEST SALT RIVER VALLEY","203885","A-02-01 12DDA","2.95","WITHDRAWAL","GROUNDWATER","33","31","37.7","112","12","13.9","57"
"TUCSON AMA","2016","QUAIL CANYON GOLF, INC.","58-100274.0003","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","203888","D-13-13 12CCC","40","WITHDRAWAL","GROUNDWATER","32","18","31","110","58","37","58"
"PHOENIX AMA","2016","TOWN OF GILBERT","74-586724.0010","RECOVERY WELL PERMITS","EAST SALT RIVER VALLEY","203923","D-02-06 01DAA","228.94","RECOVERED","EFFLUENT RECOVERED OUTSIDE THE AOI","33","16","59","111","41","12.1","74"
"NOT WITHIN ANY AMA OR INA","2016","BELLA VISTA WATER CO INC","91-000028.0000","LARGE COMMUNITY WATER SYSTEM","","204088","D-23-21 34BAA","29.124","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"NOT WITHIN ANY AMA OR INA","2016","QUARTZSITE, TOWN OF","91-000754.0000","SMALL COMMUNITY WATER SYSTEM","","204271","B-04-19 20DDA","468.616","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"NOT WITHIN ANY AMA OR INA","2016","ARIZONA WATER CO - CASA GRANDE","91-000083.0000","LARGE COMMUNITY WATER SYSTEM","","204279","A-17-05 11CAC","462.78","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","2016","CITY OF CHANDLER","56-002009.0000","LARGE MUNICIPAL PROVIDER MNPCCP","EAST SALT RIVER VALLEY","204412","D-02-05 24ABB","61.57","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PHOENIX AMA","2016","CITY OF CHANDLER","74-548263.0006","RECOVERY WELL PERMITS","EAST SALT RIVER VALLEY","204412","D-02-05 24ABB","975.06","RECOVERED","CAP WATER RECOVERED","","","","","","","74"
"PHOENIX AMA","2016","EPCOR (AGUA FRIA) WATER ARIZONA INC.","56-002012.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","204414","B-03-02 01DBD","253.08","WITHDRAWAL","GROUNDWATER","33","37","40.5","112","24","50.4","56"
"NOT WITHIN ANY AMA OR INA","2016","EPCOR","91-000351.0000","LARGE COMMUNITY WATER SYSTEM","","204657","B-20-21 08DAA","338.07","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"SANTA CRUZ AMA","2016","CARMENCITA RANCH LLC","58-112967.0003","IRRIGATION USE","UPPER SANTA CRUZ","204810","D-24-15 18ABC","12.7","WITHDRAWAL","GROUNDWATER","31","20","45","110","50","48","58"
"PHOENIX AMA","2016","CITY OF BUCKEYE","56-002006.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","205078","B-04-04 24CBB","502.56","WITHDRAWAL","GROUNDWATER","33","40","25","112","37","24","56"
"PHOENIX AMA","2016","CITY OF EL MIRAGE","56-002016.0000","LARGE MUNICIPAL PROVIDER","WEST SALT RIVER VALLEY","205081","B-03-01 11BCB","287.68","WITHDRAWAL","GROUNDWATER","33","37","11.8","112","20","28.1","56"
"NOT WITHIN ANY AMA OR INA","2016","CENTENNIAL PARK DWID","91-000346.0000","SMALL COMMUNITY WATER SYSTEM","","205216","B-41-07 13ADA","51.606","WITHDRAWAL","GROUNDWATER","36","57","24.4","112","59","32","91"
"PHOENIX AMA","2016","TOWN OF GILBERT","74-586724.0010","RECOVERY WELL PERMITS","EAST SALT RIVER VALLEY","205385","D-01-06 22CCC","55.03","RECOVERED","EFFLUENT RECOVERED OUTSIDE THE AOI","","","","","","","74"
"PHOENIX AMA","2016","EPCOR (AGUA FRIA) WATER ARIZONA INC.","56-002012.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","205432","B-03-02 27CDD","0.4","WITHDRAWAL","GROUNDWATER","33","34","1","112","27","16","56"
"PHOENIX AMA","2016","CITY OF EL MIRAGE","56-002016.0000","LARGE MUNICIPAL PROVIDER","WEST SALT RIVER VALLEY","205434","B-03-01 23AAC","763.99","WITHDRAWAL","GROUNDWATER","33","35","25.2","112","19","47.8","56"
