"AMA INA","YEAR","Owner or BMP Operator","Right Number","Right Type","Sub-basin","Well Id","CADASTRAL","AF Pumped","Movement Type","Water Type","LAT_DEGREES","LAT_MINUTES","LAT_SECONDS","LONG_DEGREES","LONG_MINUTES","LONG_SECONDS","PROGRAM"
"PHOENIX AMA","2003","STOTZ DAIRY","59-556467.0000","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","HASSAYAMPA","085683","B-01-04 18AAC","17.54","WITHDRAWAL","GROUNDWATER","33","25","56.4","112","41","47.8","59"
"TUCSON AMA","2003","TUCSON READY MIX, INC","59-512014.0000","MINERAL EXTRACTION","UPPER SANTA CRUZ","085685","D-15-16 19AAA","277.74","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"PHOENIX AMA","2003","PHOENIX COUNTRY CLUB","58-112312.0004","TYPE 2 NON-IRRIGATION GFR","WEST SALT RIVER VALLEY","085686","B-01-01 14DAC","96.64","WITHDRAWAL","GROUNDWATER","33","25","32","112","19","37","58"
"TUCSON AMA","2003","PIMA COUNTY PARKS & RECREATION","58-100379.0004","TYPE 2 NON-IRRIGATION GFR","AVRA VALLEY","085744","D-12-13 19ADA","35.11","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","2003","ARNOLD ANGLIN","59-501146.0001","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","EAST SALT RIVER VALLEY","085994","D-02-07 14AB","69.16","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"PINAL AMA","2003","NORTHSIDE HAY COMPANY INC","58-150072.0003","TYPE 2 NON-IRRIGATION GFR","MARICOPA-STANFIELD","086077","D-05-04 08DDD","375.2","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2003","CITY OF TUCSON/TUCSON WATER","58-110580.0006","TYPE 2 NON-IRRIGATION GFR","AVRA VALLEY","086158","D-12-12 21ADB","613.8","WITHDRAWAL","GROUNDWATER","32","22","33","111","7","4","58"
"PINAL AMA","2003","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","MARICOPA-STANFIELD","086247","D-05-03 12CDD","2577.31","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"SANTA CRUZ AMA","2003","TROYER, GARY G.","58-103495.0001","IRRIGATION USE","UPPER SANTA CRUZ","086314","D-21-13 17ACC","51.74","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PINAL AMA","2003","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","086602","D-08-06 26DBB","678.55","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"DOUGLAS INA","2003","CARLOS SANUDO","60-203212.0001","IRRIGATION USE","DOUGLAS","086643","D-18-26 28ACD","635","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"PINAL AMA","2003","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","086830","D-07-06 34DCC","956.48","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2003","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","086835","D-08-08 12DAD","681.33","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"TUCSON AMA","2003","ARIZONA DEPT. OF CORRECTIONS - TUCSON","56-000362.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","086902","D-16-14 01DAD","192.66","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PHOENIX AMA","2003","ARIE HELMUT  DE JONG","58-110673.0009","TYPE 1 GFR","EAST SALT RIVER VALLEY","086951","D-02-06 16BAB","47.24","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PINAL AMA","2003","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","087194","D-08-06 26DDA","671.79","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2003","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","MARICOPA-STANFIELD","087212","D-06-04 16DDD","100.99","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2003","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","087213","D-09-08 36ADD","885.28","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2003","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","MARICOPA-STANFIELD","087270","D-06-04 18DBB","546.64","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"TUCSON AMA","2003","ORO VALLEY COUNTRY CLUB, INC.","58-101530.0000","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","087589","D-12-13 13BCA","474","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","2003","CITY OF PHOENIX","56-002030.0000","LARGE MUNICIPAL PROVIDER","WEST SALT RIVER VALLEY","087614","A-04-04 33CCC","72.89","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2003","PIMA COUNTY SOLID WASTE","59-087618.0000","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","AVRA VALLEY","087618","D-12-11 02BAA","25","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"PHOENIX AMA","2003","CITY OF BUCKEYE","56-002006.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","087674","C-01-03 05BAA","190.6","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PHOENIX AMA","2003","DESERT HILLS WATER COMPANY","56-002169.0000","LARGE MUNICIPAL PROVIDER MNPCCP","EAST SALT RIVER VALLEY","087697","A-05-03 04CDC","28.17","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2003","DEL LAGO GOLF COURSE","74-591933.0000","RECOVERY WELL PERMITS","","087816","D-16-16 10BCB","160","RECOVERED","CAP WATER RECOVERED","32","3","31.93","110","42","14.8","74"
"TUCSON AMA","2003","VAIL WATER COMPANY","56-000060.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","087816","D-16-16 10BCB","371","WITHDRAWAL","GROUNDWATER","32","3","31.93","110","42","14.8","56"
"TUCSON AMA","2003","VAIL WATER COMPANY","56-000060.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","087817","D-16-16 10DCB","90","WITHDRAWAL","GROUNDWATER","32","3","2.3","110","41","46.6","56"
"PHOENIX AMA","2003","EARTH TECH","59-200416.0000","EMERGENCY DEWATERING","WEST SALT RIVER VALLEY","200418","A-01-01 27ABC","770.3","WITHDRAWAL","GROUNDWATER","33","23","36.8","112","14","32.4","59"
"PHOENIX AMA","2003","EARTH TECH","59-200416.0000","EMERGENCY DEWATERING","WEST SALT RIVER VALLEY","200419","A-01-01 34ABC","727.3","WITHDRAWAL","GROUNDWATER","33","23","21","112","14","59","59"
"PHOENIX AMA","2003","EARTH TECH","59-200416.0000","EMERGENCY DEWATERING","WEST SALT RIVER VALLEY","200420","A-01-01 34ABC","668","WITHDRAWAL","GROUNDWATER","33","23","33","112","14","31.3","59"
"PHOENIX AMA","2003","EARTH TECH","59-200416.0000","EMERGENCY DEWATERING","WEST SALT RIVER VALLEY","200421","A-01-01 27DCD","702.9","WITHDRAWAL","GROUNDWATER","33","14","35.5","112","14","36.4","59"
"TUCSON AMA","2003","NEW WORLD DEVELOPMENT","59-201057.0000","HYDROLOGIC TESTING PERMIT","UPPER SANTA CRUZ","201058","D-17-14 28BCB","10","WITHDRAWAL","GROUNDWATER","31","55","26","110","55","30","59"
"PHOENIX AMA","2003","SUN LAND BEEF CO","58-100177.0000","TYPE 2 NON-IRRIGATION GFR","WEST SALT RIVER VALLEY","500078","A-01-01 10CBA","592","WITHDRAWAL","GROUNDWATER","33","26","35.42","112","15","2.25","58"
"DOUGLAS INA","2003","ALAMO RANCH CO","60-203004.0000","IRRIGATION USE","DOUGLAS","500250","D-21-26 30CCB","113","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"PHOENIX AMA","2003","CITY OF SCOTTSDALE","56-002037.0000","LARGE MUNICIPAL PROVIDER MNPCCP","EAST SALT RIVER VALLEY","500319","A-04-04 14DCC","686.3","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2003","CORTARO-MARANA IRRIGATION DIST","57-000035.0000","IRRIGATION DISTRICT (SW & GW)","AVRA VALLEY","500556","D-11-11 28ACC","1137.26","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PHOENIX AMA","2003","DAVE  BUCHLI","59-500591.0001","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","EAST SALT RIVER VALLEY","500591","D-03-09 18BCC","51.8","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"PHOENIX AMA","2003","IMSAMET OF ARIZONA","59-546391.0001","MINERAL EXTRACTION","WEST SALT RIVER VALLEY","500659","B-01-01 20CBA","90.64","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"PHOENIX AMA","2003","IMSAMET INC, AN ARIZONA CORPORATION","58-101478.0002","TYPE 2 NON-IRRIGATION GFR","WEST SALT RIVER VALLEY","500659","B-01-01 20CBA","102.53","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2003","BREAKERS 95 LLC","59-502115.0001","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","UPPER SANTA CRUZ","500800","D-12-12 05ACC","18.3","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"PINAL AMA","2003","K & D FARMS","59-500865.0001","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","ELOY","500865","D-06-07 07DCD","236.67","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"PHOENIX AMA","2003","DWIGHT B LEISTER JR","58-103643.0000","IRRIGATION USE","WEST SALT RIVER VALLEY","500878","B-01-02 21ABB","666.69","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"SANTA CRUZ AMA","2003","VALLE VERDE WATER COMPANY","56-000228.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER SANTA CRUZ","500951","D-23-13 25ABA","4.62","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2003","ARIZONA BOARD OF REGENTS","58-104806.0003","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","500957","D-15-15 33ADB","41","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PRESCOTT AMA","2003","BRADSHAW WATER COMPANY INC","56-003019.0000","SMALL MUNICIPAL PROVIDER","UPPER AGUA FRIA","501033","B-14-01 34BBB","0.56","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PHOENIX AMA","2003","INTER INVEST PARTNERSHIP XI","58-101122.0001","IRRIGATION USE","RAINBOW VALLEY","501246","C-02-01 30DDD","719.8","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","2003","CITY OF AVONDALE","74-553424.0004","RECOVERY WELL PERMITS","","501247","B-02-01 26AAA","1250","RECOVERED","SALT/VERDE  WATER RECOVERED","","","","","","","74"
"TUCSON AMA","2003","D N D NEFFSON COMPANY","58-112459.0000","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","501251","D-13-13 24BDA","30.1","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","2003","CITY OF AVONDALE","74-553424.0004","RECOVERY WELL PERMITS","","501288","B-02-01 23DDD","424","RECOVERED","SALT/VERDE  WATER RECOVERED","","","","","","","74"
"PINAL AMA","2003","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","501336","D-07-06 35AAD","1566.77","WITHDRAWAL","GROUNDWATER","32","46","27","111","41","16","57"
"PINAL AMA","2003","SHIFLET, HAZEL W","58-101393.0001","IRRIGATION USE","ELOY","501562","D-06-08 04ADC","530.07","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2003","ALLAN J & JANE F HAMILTON","58-114564.0002","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","501580","D-13-15 33DDA","2.13","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2003","KIVA RANCH TUCSON LLC","58-160047.0002","IRRIGATION USE","UPPER SANTA CRUZ","501580","D-13-15 33DDA","22.21","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2003","METROPOLITAN DOM WATER IMPR DIST","74-570181.0000","RECOVERY WELL PERMITS","","501604","D-12-13 33BCC","548.2","RECOVERED","CAP WATER RECOVERED","","","","","","","74"
"PRESCOTT AMA","2003","CHINO VALLEY SCHOOL (DEL RIO)","59-570754.0000","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","LITTLE CHINO","501609","B-16-02 16DDD","47.47","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"TUCSON AMA","2003","BREAKERS 95 LLC","59-502115.0001","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","UPPER SANTA CRUZ","501637","D-12-12 05ACA","3.7","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"PHOENIX AMA","2003","CITY OF PHOENIX","56-002030.0000","LARGE MUNICIPAL PROVIDER","WEST SALT RIVER VALLEY","501643","A-03-04 03BAA","595.36","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2003","COUNTRY CLUB OF GREEN VALLEY INC.","58-101735.0000","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","501760","D-18-13 02DCA","598","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","2003","CITY OF GOODYEAR","74-564545.0003","RECOVERY WELL PERMITS","","501892","B-01-01 17AAA","579.61","RECOVERED","CAP WATER RECOVERED","33","26","3","112","22","55","74"
"SANTA CRUZ AMA","2003","VALLE VERDE WATER COMPANY","56-000228.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER SANTA CRUZ","502001","D-23-13 25BDD","88.92","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PINAL AMA","2003","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","502060","D-09-07 27ADA","852.14","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2003","DU-BROOK INVESTMENTS","58-150105.0002","TYPE 1 GFR","ELOY","502062","D-06-07 24CDD","39.84","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2003","CITY OF TUCSON/TUCSON WATER","56-000001.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","502179","D-14-15 02DDA","289.9","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2003","CITY OF TUCSON/TUCSON WATER","74-560621.0000","RECOVERY WELL PERMITS","UPPER SANTA CRUZ","502180","D-14-15 14DAD","914.1","RECOVERED","CAP WATER RECOVERED","","","","","","","74"
"TUCSON AMA","2003","CITY OF TUCSON/TUCSON WATER","56-000001.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","502181","D-16-15 23CCC","256","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PHOENIX AMA","2003","ROOSEVELT WATER CONSERVATION DISTRICT","57-002518.0000","IRRIGATION DISTRICT (SW & GW)","EAST SALT RIVER VALLEY","502202","A-01-06 26BAD","911.97","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PHOENIX AMA","2003","ROOSEVELT WATER CONSERVATION DISTRICT","57-002518.0000","IRRIGATION DISTRICT (SW & GW)","EAST SALT RIVER VALLEY","502203","A-01-06 26BAD","1288.54","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"SANTA CRUZ AMA","2003","STEWERT TITLE","58-108171.0001","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","502259","D-20-13 13AAC","6.4","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","2003","CITY OF SURPRISE","74-565003.0001","RECOVERY WELL PERMITS","","502350","B-03-01 08ABB","917.12","RECOVERED","EFFLUENT RECOVERED OUTSIDE THE AOI","33","37","21.77","112","23","6.16","74"
"PINAL AMA","2003","VANDERSLICE, M.C. & ELEANOR","58-112719.0001","IRRIGATION USE","ELOY","502442","D-06-06 28ACC","9.5","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2003","THE CLUB AT LA MARIPOSA L.C.","58-109720.0002","TYPE 1 GFR","UPPER SANTA CRUZ","502533","D-14-15 02ACC","91.9","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PINAL AMA","2003","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","502571","D-09-07 36DDD","503.43","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"SANTA CRUZ AMA","2003","RIO RICO UTILITIES INC.","56-000041.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER SANTA CRUZ","502579","D-22-13 05ABD","733.599","WITHDRAWAL","GROUNDWATER","31","32","53","111","1","52","56"
"PHOENIX AMA","2003","SALT RIVER PROJECT","57-002520.0000","IRRIGATION DISTRICT (SW & GW)","WEST SALT RIVER VALLEY","502752","A-03-02 18AAA","1439.19","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2003","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","MARICOPA-STANFIELD","502756","D-05-04 34DDC","1652.89","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"TUCSON AMA","2003","K&V WATER COMPANY","56-000116.0000","SMALL MUNICIPAL PROVIDER","UPPER SANTA CRUZ","502836","D-13-15 32CAB","6.6","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2003","AZ STATE PARKS/CATALINA STATE PARKS","59-503058.0001","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","UPPER SANTA CRUZ","503021","D-11-14 33CBB","5.9","WITHDRAWAL","GROUNDWATER","32","25","48","110","55","33.9","59"
"TUCSON AMA","2003","DAVIS - MONTHAN AFB AZ","59-200562.0000","HYDROLOGIC TESTING PERMIT","UPPER SANTA CRUZ","503161","D-14-14 26DAB","1","WITHDRAWAL","GROUNDWATER","32","11","6.47","110","52","41.23","59"
"TUCSON AMA","2003","CROSSROADS PARK, LLC","56-000200.0000","SMALL MUNICIPAL PROVIDER","UPPER SANTA CRUZ","503251","D-14-14 02BBA","20.61","WITHDRAWAL","GROUNDWATER","32","14","59.8","110","53","21","56"
"PHOENIX AMA","2003","VALLEY UTILITIES WATER COMPANY","56-002047.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","503273","B-02-01 11DCD","114.07","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2003","CORTARO-MARANA IRRIGATION DIST","57-000035.0000","IRRIGATION DISTRICT (SW & GW)","AVRA VALLEY","503290","D-11-10 13AAA","1523.03","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"TUCSON AMA","2003","CORTARO-MARANA IRRIGATION DIST","57-000035.0000","IRRIGATION DISTRICT (SW & GW)","AVRA VALLEY","503291","D-12-12 21CAD","749.64","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"JOSEPH CITY INA","2003","BRENDA  BURROUGHS","60-200010.0001","IRRIGATION USE","JOSEPH CITY","503847","A-17-20 07CCC","0.15","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"JOSEPH CITY INA","2003","BRENDA  BURROUGHS","60-200010.0001","IRRIGATION USE","JOSEPH CITY","503848","A-17-20 07BBB","0.1","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"TUCSON AMA","2003","CORTARO-MARANA IRRIGATION DIST","57-000035.0000","IRRIGATION DISTRICT (SW & GW)","AVRA VALLEY","503931","D-12-12 16BDD","678.16","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PHOENIX AMA","2003","NATIONAL MEMORIAL CEMETERY","59-503959.0000","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","EAST SALT RIVER VALLEY","503959","A-04-03 13BAA","27.6","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"DOUGLAS INA","2003","DOUGLAS CITY OF","60-203060.0000","NON-IRRIGATION USE","DOUGLAS","504004","D-24-28 07CDC","538.9","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"PHOENIX AMA","2003","BUCKEYE WATER CONSERVATION & DRAINAGE DISTRICT.","57-002503.0000","IRRIGATION DISTRICT (SW & GW)","WEST SALT RIVER VALLEY","504164","C-01-04 12CBD","803","WITHDRAWAL","GROUNDWATER","33","21","8.28","112","36","59.04","57"
"TUCSON AMA","2003","KAI HERBERT","58-109169.0000","IRRIGATION USE","UPPER SANTA CRUZ","504198","D-12-12 08ABD","344.7","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","2003","CITY OF TOLLESON","56-002044.0000","LARGE MUNICIPAL PROVIDER MNPCCP","WEST SALT RIVER VALLEY","504249","A-01-01 09BAC","15.04","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PRESCOTT AMA","2003","ACME WATER COMPANY","56-003006.0000","SMALL MUNICIPAL PROVIDER","LITTLE CHINO","504297","B-16-02 34DBA","9.31","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PINAL AMA","2003","SILVERBELL IRRIGATION AND DRAINAGE DIST","56-001105.0000","SMALL MUNICIPAL PROVIDER","AGUIRRE VALLEY","504371","D-10-06 23BCC","22.98","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2003","HALCYON ACRES NO. 2","56-000099.0000","SMALL MUNICIPAL PROVIDER","UPPER SANTA CRUZ","504418","D-14-15 15DCD","30.25","WITHDRAWAL","GROUNDWATER","32","12","26","110","47","42","56"
"TUCSON AMA","2003","TWIN PEAKS LAND & CATTLE CO LLC","58-104743.0004","IRRIGATION USE","AVRA VALLEY","504485","D-12-11 20AAA","11.6","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2003","VENCO, L.L.C.","58-109585.0002","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","504536","D-15-15 07BCC","1","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PINAL AMA","2003","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","504542","D-09-07 12DDD","480.94","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"TUCSON AMA","2003","VAIL SCHOOL DISTRICT","59-504558.0001","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","UPPER SANTA CRUZ","504558","D-16-16 09DCD","41.69","WITHDRAWAL","GROUNDWATER","32","2","53","110","42","37","59"
"PRESCOTT AMA","2003","TOWN OF CHINO VALLEY","58-120028.0001","TYPE 2 NON-IRRIGATION GFR","LITTLE CHINO","504619","B-16-02 16AAA","7.5","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2003","CITY OF TUCSON/TUCSON WATER","56-000001.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","504655","D-11-14 04BBC","104.5","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2003","CITY OF TUCSON/TUCSON WATER","56-000001.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","504721","D-12-13 17BCD","410","WITHDRAWAL","GROUNDWATER","32","23","18.7","111","2","39.8","56"
"TUCSON AMA","2003","T N R & S ACQUISITION, INC.","58-102307.0001","TYPE 2 NON-IRRIGATION GFR","UPPER SANTA CRUZ","504756","D-12-13 28ADB","400","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PHOENIX AMA","2003","CITY OF PHOENIX","56-002030.0000","LARGE MUNICIPAL PROVIDER","WEST SALT RIVER VALLEY","504791","A-04-04 33CBA","400.91","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2003","","56-000210.0000","SMALL MUNICIPAL PROVIDER","AVRA VALLEY","504860","D-16-10 04DAA","5.5","WITHDRAWAL","GROUNDWATER","32","3","45","111","19","2","56"
"TUCSON AMA","2003","","56-000210.0000","SMALL MUNICIPAL PROVIDER","AVRA VALLEY","504861","D-16-10 09DAC","34.26","WITHDRAWAL","GROUNDWATER","","","","","","","56"
